SYMBOL,TICKER,NAME_OF_COMPANY,SERIES,CLOSE_PRICE,PREV_CLOSE,CHANGE_PCT,TTL_TRD_QNTY,TURNOVER_LACS,DELIV_PER,DATE_OF_LISTING,SESSION_DATE
SBIVALETF,SBIVALETF.NS,SBIVALETF,EQ,14.41,14.44,-0.20775623268697618,23970,3.45,32.79,,20-Sep-2026
SCANSTL,SCANSTL.NS,Scan Steels Limited,BE,52.97,53.96,-1.834692364714607,39615,20.74,0.0,20-APR-2026,20-Sep-2026
SCHAEFFLER,SCHAEFFLER.NS,Schaeffler India Limited,EQ,4217.6,3991.0,5.677774993735915,171857,7160.74,61.87,29-NOV-2000,20-Sep-2026
SCHAND,SCHAND.NS,S Chand And Company Limited,EQ,133.87,134.88,-0.7488137603795899,21577,29.1,51.27,09-MAY-2017,20-Sep-2026
SCHNEIDER,SCHNEIDER.NS,Schneider Electric Infrastructure Limited,EQ,1213.5,1201.9,0.965138530659781,316226,3869.11,60.44,20-MAR-2012,20-Sep-2026
SCI,SCI.NS,Shipping Corporation Of India Limited,EQ,277.05,270.0,2.6111111111111156,1560763,4269.57,37.85,13-AUG-1997,20-Sep-2026
SCILAL,SCILAL.NS,Shipping Corporation of India Land and Assets Limited,EQ,36.83,38.19,-3.561141660120449,1140340,421.94,78.12,19-MAR-2024,20-Sep-2026
SCML,SCML.NS,SCML,SM,77.55,75.75,2.3762376237623726,138000,97.88,40.58,,20-Sep-2026
SCODATUBES,SCODATUBES.NS,Scoda Tubes Limited,EQ,128.51,123.97,3.6621763329837798,98767,126.79,51.69,04-JUN-2025,20-Sep-2026
SCPL,SCPL.NS,Sheetal Cool Products Limited,BE,622.1,625.85,-0.5991851082527762,4602,28.76,0.0,22-NOV-2022,20-Sep-2026
SDBL,SDBL.NS,Som Distilleries & Breweries Limited,EQ,68.06,67.8,0.3834808259587096,396617,270.91,52.24,18-MAR-2014,20-Sep-2026
SDREAMS,SDREAMS.NS,SDREAMS,SM,79.35,77.55,2.321083172146998,5000,3.91,100.0,,20-Sep-2026
SEAMECLTD,SEAMECLTD.NS,Seamec Limited,EQ,1726.3,1738.5,-0.7017543859649149,27243,470.52,46.84,28-JUN-1995,20-Sep-2026
SECLEDBETA,SECLEDBETA.NS,SECLEDBETA,EQ,14.25,14.16,0.635593220338982,20683,2.99,82.95,,20-Sep-2026
SECMARK,SECMARK.NS,SecMark Consultancy Limited,EQ,144.1,139.95,2.965344765987857,2367,3.41,86.95,16-OCT-2023,20-Sep-2026
SECURKLOUD,SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,16.84,17.17,-1.9219569015725209,5429,0.92,93.57,29-JAN-2014,20-Sep-2026
SEDEMAC,SEDEMAC.NS,SEDEMAC Mechatronics Limited,EQ,3147.8,3110.6,1.195910756767192,190154,6042.42,35.76,11-MAR-2026,20-Sep-2026
SEIL,SEIL.NS,Shanti Educational Initiatives Limited,EQ,192.19,193.07,-0.4557932356140237,257466,494.98,71.79,20-APR-2026,20-Sep-2026
SEJALLTD,SEJALLTD.NS,Sejal Glass Limited,EQ,714.4,681.7,4.796831450784792,36648,258.4,71.33,13-DEC-2021,20-Sep-2026
SEKURITIND,SEKURITIND.NS,Saint Gobain Sekurit India Limited,EQ,113.44,108.72,4.341427520235467,52095,58.54,70.61,17-AUG-2026,20-Sep-2026
SEL,SEL.NS,SEL,SM,354.3,350.0,1.2285714285714318,3000,10.29,73.33,,20-Sep-2026
SELECTIPO,SELECTIPO.NS,SELECTIPO,EQ,48.44,47.48,2.021903959561923,24458,11.78,71.11,,20-Sep-2026
SELLOWRAP,SELLOWRAP.NS,SELLOWRAP,SM,65.0,67.5,-3.7037037037037033,3200,2.08,100.0,,20-Sep-2026
SEMAC,SEMAC.NS,Semac Construction Limited,EQ,273.7,270.0,1.3703703703703662,315,0.86,70.16,11-AUG-2005,20-Sep-2026
SENCO,SENCO.NS,Senco Gold Limited,EQ,348.0,342.35,1.6503578209434722,606311,2108.81,34.87,14-JUL-2023,20-Sep-2026
SENORES,SENORES.NS,Senores Pharmaceuticals Limited,EQ,1402.6,1402.6,0.0,325710,4589.07,49.88,30-DEC-2024,20-Sep-2026
SENSEXADD,SENSEXADD.NS,SENSEXADD,EQ,77.29,76.96,0.428794178794195,737,0.57,77.88,,20-Sep-2026
SENSEXAXIS,SENSEXAXIS.NS,SENSEXAXIS,EQ,77.23,77.44,-0.27117768595040515,3257,2.52,74.3,,20-Sep-2026
SENSEXBETA,SENSEXBETA.NS,SENSEXBETA,EQ,832.87,830.88,0.23950510302330172,1251,10.32,70.9,,20-Sep-2026
SENSEXETF,SENSEXETF.NS,SENSEXETF,EQ,77.16,76.91,0.325055259394097,10598,8.16,48.0,,20-Sep-2026
SENSEXIETF,SENSEXIETF.NS,SENSEXIETF,EQ,858.7,855.42,0.38343737579201875,5572,47.81,58.7,,20-Sep-2026
SEPC,SEPC.NS,SEPC Limited,EQ,5.23,5.22,0.19157088122606658,12309907,636.76,48.22,20-FEB-2008,20-Sep-2026
SERVICE,SERVICE.NS,SERVICE,SM,66.05,66.0,0.07575757575757146,4000,2.64,100.0,,20-Sep-2026
SERVOTECH,SERVOTECH.NS,Servotech Renewable Power System Limited,EQ,72.8,72.27,0.7333610073336116,396912,287.6,50.79,02-SEP-2021,20-Sep-2026
SESHAPAPER,SESHAPAPER.NS,Seshasayee Paper and Boards Limited,EQ,249.77,247.82,0.7868614316842939,27629,68.65,48.08,29-MAR-1995,20-Sep-2026
SETCO,SETCO.NS,Setco Automotive Limited,BE,17.06,16.99,0.4120070629782242,13053,2.22,0.0,01-JUL-2016,20-Sep-2026
SETF10GILT,SETF10GILT.NS,SETF10GILT,EQ,262.26,261.38,0.3366745734180103,2805,7.35,77.97,,20-Sep-2026
SETFGOLD,SETFGOLD.NS,SETFGOLD,EQ,130.52,128.39,1.6590077108809287,3938423,5134.79,54.58,,20-Sep-2026
SETFNIF50,SETFNIF50.NS,SETFNIF50,EQ,251.95,251.29,0.2626447530741361,842918,2122.16,60.95,,20-Sep-2026
SETFNIFBK,SETFNIFBK.NS,SETFNIFBK,EQ,579.47,576.31,0.5483160104804848,5777,33.41,52.86,,20-Sep-2026
SETFNN50,SETFNN50.NS,SETFNN50,EQ,774.62,765.01,1.2561927295068056,16704,128.9,68.73,,20-Sep-2026
SETL,SETL.NS,Standard Engineering Technology Limited,EQ,402.35,401.45,0.22418732096152302,987119,3980.43,47.53,13-JAN-2025,20-Sep-2026
SETUINFRA,SETUINFRA.NS,Setubandhan Infrastructure Limited,BZ,0.6,0.61,-1.6393442622950833,29424,0.18,0.0,04-OCT-2011,20-Sep-2026
SEYAIND,SEYAIND.NS,Seya Industries Limited,BE,13.12,12.87,1.9425019425019427,10679,1.38,0.0,11-JUL-2019,20-Sep-2026
SFL,SFL.NS,Sheela Foam Limited,EQ,657.3,673.0,-2.3328380386329934,213905,1418.66,59.12,09-DEC-2016,20-Sep-2026
SGFIN,SGFIN.NS,SG Finserve Limited,EQ,630.95,619.9,1.782545571866441,75511,475.73,51.23,05-AUG-2025,20-Sep-2026
SGIL,SGIL.NS,Synergy Green Industries Limited,EQ,589.3,592.35,-0.5148982864860417,2487,14.82,56.25,28-JUL-2021,20-Sep-2026
SGL,SGL.NS,STL Global Limited,EQ,9.35,9.68,-3.40909090909091,7236,0.68,76.17,10-APR-2006,20-Sep-2026
SGLRES,SGLRES.NS,SGL Resources Limited,EQ,2.43,2.49,-2.4096385542168695,279185,6.75,80.26,17-AUG-2026,20-Sep-2026
SGMART,SGMART.NS,SG Mart Limited,EQ,733.55,712.25,2.990522990522984,192112,1408.0,56.75,12-SEP-2025,20-Sep-2026
SGRL,SGRL.NS,Shree Ganesh Remedies Limited,EQ,697.75,678.2,2.8826304924800876,18488,130.25,60.95,17-AUG-2026,20-Sep-2026
SHADOWFAX,SHADOWFAX.NS,Shadowfax Technologies Limited,EQ,251.55,251.65,-0.039737730975559035,1172675,2931.78,60.28,28-JAN-2026,20-Sep-2026
SHAH,SHAH.NS,Shah Metacorp Limited,EQ,3.28,3.3,-0.6060606060606066,392673,12.91,65.06,27-OCT-2010,20-Sep-2026
SHAHALLOYS,SHAHALLOYS.NS,Shah Alloys Limited,BE,92.5,92.47,0.03244295447172179,11671,10.86,0.0,16-JUN-2005,20-Sep-2026
SHAILY,SHAILY.NS,Shaily Engineering Plastics Limited,EQ,3149.8,3107.2,1.3710092687950683,156212,4920.8,51.9,04-APR-2022,20-Sep-2026
SHAKTIPUMP,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,EQ,460.95,464.1,-0.6787330316742155,460443,2134.91,43.24,29-JAN-2015,20-Sep-2026
SHALBY,SHALBY.NS,Shalby Limited,EQ,137.66,138.5,-0.6064981949458508,149630,205.1,56.44,15-DEC-2017,20-Sep-2026
SHALPAINTS,SHALPAINTS.NS,Shalimar Paints Limited,BE,80.9,80.68,0.2726822012890417,37865,30.73,0.0,03-MAR-2008,20-Sep-2026
SHANKARA,SHANKARA.NS,Shankara Building Products Limited,EQ,149.26,149.29,-0.02009511688659732,461337,687.97,92.4,05-APR-2017,20-Sep-2026
SHANKESH,SHANKESH.NS,Shankesh Jewellers Limited,EQ,93.06,88.96,4.608812949640298,4370436,4071.55,19.8,25-AUG-2026,20-Sep-2026
SHANTHALA,SHANTHALA.NS,SHANTHALA,SM,15.7,15.55,0.9646302250803768,2400,0.38,100.0,,20-Sep-2026
SHANTI,SHANTI.NS,Shanti Overseas (India) Limited,EQ,6.19,6.29,-1.5898251192368782,7260,0.45,56.49,16-SEP-2021,20-Sep-2026
SHANTIGEAR,SHANTIGEAR.NS,Shanthi Gears Limited,EQ,700.05,677.6,3.3131641086186434,90105,619.71,37.56,17-JAN-1996,20-Sep-2026
SHANTIGOLD,SHANTIGOLD.NS,Shanti Gold International Limited,EQ,251.27,242.44,3.6421382610130393,2818320,7234.98,33.09,01-AUG-2025,20-Sep-2026
SHANTIINOR,SHANTIINOR.NS,SHANTIINOR,ST,181.3,176.1,2.952867688813184,134400,241.5,86.9,,20-Sep-2026
SHARDACROP,SHARDACROP.NS,Sharda Cropchem Limited,EQ,743.1,741.7,0.18875556154779252,119733,890.41,52.11,23-SEP-2014,20-Sep-2026
SHARDAMOTR,SHARDAMOTR.NS,Sharda Motor Industries Limited,EQ,967.05,948.35,1.9718458375072423,121973,1168.85,48.49,03-SEP-2015,20-Sep-2026
SHARDUL,SHARDUL.NS,Shardul Securities Limited,BE,55.0,54.17,1.5322134022521658,11561,6.35,0.0,20-APR-2026,20-Sep-2026
SHAREINDIA,SHAREINDIA.NS,Share India Securities Limited,EQ,228.15,218.44,4.445156564731738,24957936,56565.5,8.58,21-SEP-2020,20-Sep-2026
SHARIABEES,SHARIABEES.NS,SHARIABEES,EQ,438.88,439.9,-0.23187087974539256,4350,19.08,70.67,,20-Sep-2026
SHBAJRG,SHBAJRG.NS,Shri Bajrang Alliance Limited,EQ,155.0,152.08,1.9200420831141423,3122,4.83,93.75,20-APR-2026,20-Sep-2026
SHEEL,SHEEL.NS,SHEEL,ST,60.0,60.0,0.0,4000,2.4,100.0,,20-Sep-2026
SHEETAL,SHEETAL.NS,SHEETAL,SM,359.0,359.0,0.0,500,1.8,100.0,,20-Sep-2026
SHEKHAWATI,SHEKHAWATI.NS,Shekhawati Industries Limited,BE,21.48,21.02,2.188392007611802,268145,58.29,0.0,12-JAN-2011,20-Sep-2026
SHEMAROO,SHEMAROO.NS,Shemaroo Entertainment Limited,BE,116.39,115.5,0.770562770562771,3624,4.23,0.0,01-OCT-2014,20-Sep-2026
SHERA,SHERA.NS,SHERA,SM,186.0,179.8,3.448275862068959,27000,49.3,81.48,,20-Sep-2026
SHERVANI,SHERVANI.NS,Shervani Industrial Syndicate Limited,EQ,352.5,332.0,6.174698795180722,54,0.19,96.3,17-AUG-2026,20-Sep-2026
SHETHJI,SHETHJI.NS,SHETHJI,SM,190.85,195.05,-2.1532940271725285,14000,26.76,71.43,,20-Sep-2026
SHILCTECH,SHILCTECH.NS,Shilchar Technologies Limited,EQ,4067.9,4103.4,-0.8651362284934334,16065,660.8,57.4,24-NOV-2025,20-Sep-2026
SHILGRAVQ,SHILGRAVQ.NS,Shilp Gravures Limited,EQ,154.69,158.0,-2.094936708860761,2494,3.87,89.94,17-AUG-2026,20-Sep-2026
SHILPAMED,SHILPAMED.NS,Shilpa Medicare Limited,EQ,1021.1,958.35,6.547712213700631,1766385,17699.9,34.5,03-DEC-2009,20-Sep-2026
SHINDL,SHINDL.NS,Sharat Industries Limited,EQ,161.64,161.05,0.3663458553244178,430082,695.55,24.86,20-APR-2026,20-Sep-2026
SHIPROCKET,SHIPROCKET.NS,Shiprocket Limited,EQ,121.59,120.93,0.5457702803274593,2264860,2751.78,28.03,19-AUG-2026,20-Sep-2026
SHIVAAGRO,SHIVAAGRO.NS,Shiva Global Agro Industries Limited,EQ,41.79,38.71,7.956600361663649,861,0.36,95.93,17-AUG-2026,20-Sep-2026
SHIVACEM,SHIVACEM.NS,Shiva Cement Limited,EQ,15.45,15.3,0.9803921568627357,35784,5.51,81.35,17-AUG-2026,20-Sep-2026
SHIVALIK,SHIVALIK.NS,Shivalik Rasayan Limited,EQ,372.1,369.3,0.7581911724884949,87050,321.1,40.56,09-DEC-2021,20-Sep-2026
SHIVAMAUTO,SHIVAMAUTO.NS,Shivam Autotech Limited,EQ,19.42,16.19,19.950586781964176,291980,56.16,59.07,21-NOV-2006,20-Sep-2026
SHIVAMILLS,SHIVAMILLS.NS,Shiva Mills Limited,EQ,61.58,60.2,2.292358803986703,1536,0.93,74.61,26-FEB-2018,20-Sep-2026
SHIVASHRIT,SHIVASHRIT.NS,SHIVASHRIT,SM,115.45,115.2,0.2170138888888889,85000,98.22,63.53,,20-Sep-2026
SHIVATEX,SHIVATEX.NS,Shiva Texyarn Limited,EQ,168.51,174.17,-3.249698570362288,4948,8.39,67.44,26-DEC-2017,20-Sep-2026
SHIVAUM,SHIVAUM.NS,Shiv Aum Steels Limited,EQ,468.3,468.05,0.05341309689135776,3232,15.31,87.87,14-NOV-2025,20-Sep-2026
SHK,SHK.NS,S H Kelkar and Company Limited,EQ,137.04,138.67,-1.175452513160738,865394,1192.26,61.96,16-NOV-2015,20-Sep-2026
SHOPERSTOP,SHOPERSTOP.NS,Shoppers Stop Limited,EQ,399.75,413.3,-3.2784902008226493,72761,294.19,40.57,23-MAY-2005,20-Sep-2026
SHRADDHA,SHRADDHA.NS,Shraddha Prime Projects Limited,EQ,147.14,150.73,-2.3817421880183134,11255,16.66,77.09,17-AUG-2026,20-Sep-2026
SHRADHA,SHRADHA.NS,Shradha Realty Limited,EQ,30.0,31.15,-3.6918138041733504,21953,6.66,74.12,22-OCT-2020,20-Sep-2026
SHREDIGCEM,SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,EQ,68.51,67.42,1.616730940373781,55328,37.65,48.7,28-JAN-2020,20-Sep-2026
SHREECEM,SHREECEM.NS,SHREE CEMENT LIMITED,EQ,22600.0,21960.0,2.914389799635701,62133,14027.91,37.07,26-APR-1995,20-Sep-2026
SHREEDHAR,SHREEDHAR.NS,SHREEDHAR,ST,161.0,153.35,4.98858819693512,14000,22.51,100.0,,20-Sep-2026
SHREEJISPG,SHREEJISPG.NS,Shreeji Shipping Global Limited,EQ,708.05,691.0,2.4674384949348704,854162,5943.15,34.68,26-AUG-2025,20-Sep-2026
SHREEKARNI,SHREEKARNI.NS,SHREEKARNI,SM,370.0,374.95,-1.320176023469793,150,0.56,100.0,,20-Sep-2026
SHREEOSFM,SHREEOSFM.NS,SHREEOSFM,SM,52.4,51.0,2.7450980392156836,4000,2.07,100.0,,20-Sep-2026
SHREEPUSHK,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,EQ,514.3,512.5,0.35121951219511305,44521,226.47,44.59,10-SEP-2015,20-Sep-2026
SHREERAMA,SHREERAMA.NS,Shree Rama Multi-Tech Limited,EQ,44.53,44.36,0.3832281334535656,43261,19.58,67.88,13-MAR-2000,20-Sep-2026
SHRENIK,SHRENIK.NS,Shrenik Limited,BZ,0.29,0.29,0.0,253750,0.74,0.0,02-AUG-2019,20-Sep-2026
SHREYANIND,SHREYANIND.NS,Shreyans Industries Limited,EQ,131.13,128.01,2.4373095851886606,3183,4.13,75.59,06-NOV-1996,20-Sep-2026
SHRIAHIMSA,SHRIAHIMSA.NS,SHRIAHIMSA,SM,468.75,454.2,3.2034346103038334,8400,39.54,71.43,,20-Sep-2026
SHRIKANHA,SHRIKANHA.NS,SHRIKANHA,SM,22.5,21.9,2.7397260273972672,4800,1.08,100.0,,20-Sep-2026
SHRIKRISH,SHRIKRISH.NS,Shri Krishna Devcon Limited,EQ,36.98,34.04,8.636897767332544,1595,0.59,23.39,20-APR-2026,20-Sep-2026
SHRINGARMS,SHRINGARMS.NS,Shringar House of Mangalsutra Limited,EQ,210.67,211.74,-0.5053367337300565,569905,1214.66,25.97,17-SEP-2025,20-Sep-2026
SHRIPISTON,SHRIPISTON.NS,SPR Auto Technologies Limited,EQ,4576.6,4385.4,4.359921557896674,151917,6896.75,61.24,02-JUN-2016,20-Sep-2026
SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Limited,EQ,1010.0,995.0,1.507537688442211,4870631,49261.41,70.45,11-DEC-1996,20-Sep-2026
SHRIRAMPPS,SHRIRAMPPS.NS,Shriram Properties Limited,EQ,71.22,72.91,-2.317926210396376,365988,261.48,56.03,20-DEC-2021,20-Sep-2026
SHRITECH,SHRITECH.NS,SHRITECH,SM,60.5,60.3,0.3316749585406349,2000,1.21,100.0,,20-Sep-2026
SHRJAGP,SHRJAGP.NS,Shri Jagdamba Polymers Limited,EQ,637.65,642.5,-0.7548638132295755,176,1.13,96.59,17-AUG-2026,20-Sep-2026
SHUBHSHREE,SHUBHSHREE.NS,SHUBHSHREE,SM,350.0,350.0,0.0,3000,10.5,100.0,,20-Sep-2026
SHUKRAPHAR,SHUKRAPHAR.NS,Shukra Pharmaceuticals Limited,EQ,55.93,54.24,3.11578171091445,3423614,1916.71,35.4,14-AUG-2026,20-Sep-2026
SHYAMCENT,SHYAMCENT.NS,Shyam Century Ferrous Limited,BE,5.06,4.97,1.8108651911468785,422226,20.9,0.0,28-JUL-2015,20-Sep-2026
SHYAMDHANI,SHYAMDHANI.NS,SHYAMDHANI,ST,52.5,53.0,-0.9433962264150944,8000,4.21,100.0,,20-Sep-2026
SHYAMMETL,SHYAMMETL.NS,Shyam Metalics and Energy Limited,EQ,1100.0,1077.0,2.1355617455896008,1196160,13143.39,76.29,24-JUN-2021,20-Sep-2026
SHYAMTEL,SHYAMTEL.NS,Shyam Telecom Limited,EQ,11.4,11.09,2.795311091073043,2221,0.25,100.0,06-NOV-2006,20-Sep-2026
SICAGEN,SICAGEN.NS,Sicagen India Limited,EQ,52.77,52.22,1.0532363079280052,7433,3.9,73.97,20-APR-2026,20-Sep-2026
SICALLOG,SICALLOG.NS,Sical Logistics Limited,BE,91.07,91.65,-0.6328423349700081,16434,15.08,0.0,12-OCT-2023,20-Sep-2026
SIDDHICOTS,SIDDHICOTS.NS,SIDDHICOTS,SM,27.2,26.5,2.6415094339622613,7200,1.95,100.0,,20-Sep-2026
SIDDHIKA,SIDDHIKA.NS,SIDDHIKA,SM,214.8,226.0,-4.955752212389376,20000,43.43,87.5,,20-Sep-2026
SIEL,SIEL.NS,Superior Industrial Enterprises Limited,EQ,30.0,31.5,-4.761904761904762,233,0.07,95.28,17-AUG-2026,20-Sep-2026
SIEMENS,SIEMENS.NS,Siemens Limited,EQ,3913.9,3763.5,3.9962800584562266,666502,25535.16,54.39,06-SEP-1995,20-Sep-2026
SIGACHI,SIGACHI.NS,Sigachi Industries Limited,EQ,29.6,29.33,0.92055915444938,16377369,4972.42,34.78,15-NOV-2021,20-Sep-2026
SIGIND,SIGIND.NS,Signet Industries Limited,BE,69.99,67.96,2.987051206592115,11347,7.93,0.0,29-AUG-2018,20-Sep-2026
SIGMA,SIGMA.NS,Sigma Solve Limited,EQ,47.03,46.24,1.708477508650517,50131,23.54,69.71,09-JUN-2023,20-Sep-2026
SIGMAADV,SIGMAADV.NS,SIGMA ADVANCED SYSTEMS LIMITED,BE,866.1,857.4,1.0146955913226086,255004,2197.69,0.0,19-JUL-2007,20-Sep-2026
SIGNATURE,SIGNATURE.NS,Signatureglobal (India) Limited,EQ,756.95,755.3,0.21845624255264015,248406,1868.21,14.14,27-SEP-2023,20-Sep-2026
SIGNORIA,SIGNORIA.NS,SIGNORIA,ST,145.0,151.0,-3.9735099337748347,1000,1.45,100.0,,20-Sep-2026
SIGNPOST,SIGNPOST.NS,Signpost India Limited,EQ,271.5,262.15,3.566660308983415,44887,119.71,50.96,14-FEB-2024,20-Sep-2026
SIKA,SIKA.NS,Sika Interplant Systems Limited,EQ,1021.5,1027.05,-0.540382649335471,36899,381.84,41.83,20-APR-2026,20-Sep-2026
SIKKO,SIKKO.NS,Sikko Industries Limited,BE,5.92,5.99,-1.1686143572621082,462737,27.14,0.0,22-OCT-2021,20-Sep-2026
SIL,SIL.NS,Standard Industries Limited,EQ,16.13,16.63,-3.006614552014432,54990,8.95,85.47,27-JAN-2004,20-Sep-2026
SILGO,SILGO.NS,Silgo Retail Limited,EQ,70.8,70.18,0.8834425762325311,50168,35.26,5.53,03-MAR-2021,20-Sep-2026
SILINV,SILINV.NS,SIL Investments Limited,EQ,446.9,438.4,1.9388686131386863,588,2.63,88.61,22-MAY-1996,20-Sep-2026
SILKFLEX,SILKFLEX.NS,SILKFLEX,SM,280.35,267.0,5.000000000000009,23000,63.73,82.61,,20-Sep-2026
SILKY,SILKY.NS,SILKY,SM,65.35,71.9,-9.109874826147442,24800,15.99,67.74,,20-Sep-2026
SILVER,SILVER.NS,SILVER,EQ,233.88,226.36,3.3221417211521387,1124622,2621.14,36.37,,20-Sep-2026
SILVER001,SILVER001.NS,SILVER001,EQ,23.78,22.94,3.6617262423714028,53082,12.53,90.61,,20-Sep-2026
SILVER1,SILVER1.NS,SILVER1,EQ,22.79,21.98,3.685168334849857,10493440,2382.56,50.51,,20-Sep-2026
SILVER360,SILVER360.NS,SILVER360,EQ,229.98,223.42,2.9361740220213064,22855,52.37,68.56,,20-Sep-2026
SILVERADD,SILVERADD.NS,SILVERADD,EQ,22.6,21.84,3.479853479853487,4445826,1002.72,52.45,,20-Sep-2026
SILVERAG,SILVERAG.NS,SILVERAG,EQ,228.18,220.74,3.3704811089970086,239735,545.07,38.7,,20-Sep-2026
SILVERAXIS,SILVERAXIS.NS,SILVERAXIS,EQ,232.82,225.27,3.351533715097431,1004472,2332.44,69.64,,20-Sep-2026
SILVERBEES,SILVERBEES.NS,SILVERBEES,EQ,224.07,216.64,3.4296528803545083,28477957,63572.88,45.79,,20-Sep-2026
SILVERBETA,SILVERBETA.NS,SILVERBETA,EQ,226.15,218.54,3.4822000549098626,562410,1267.97,47.14,,20-Sep-2026
SILVERBND,SILVERBND.NS,SILVERBND,EQ,235.48,227.01,3.7311131668208444,25507,59.79,47.68,,20-Sep-2026
SILVERCASE,SILVERCASE.NS,SILVERCASE,EQ,23.73,22.95,3.3986928104575216,12962915,3067.29,37.59,,20-Sep-2026
SILVERIETF,SILVERIETF.NS,SILVERIETF,EQ,233.89,226.19,3.4042176930898753,3751667,8743.98,46.85,,20-Sep-2026
SILVERTUC,SILVERTUC.NS,Silver Touch Technologies Limited,EQ,146.28,149.08,-1.878186208746989,310512,456.79,34.31,12-MAY-2022,20-Sep-2026
SIMBHALS,SIMBHALS.NS,Simbhaoli Sugars Limited,BZ,6.67,6.8,-1.9117647058823513,4036,0.27,0.0,14-MAR-2016,20-Sep-2026
SIMCA,SIMCA.NS,SIMCA,ST,269.5,263.9,2.1220159151193725,33600,89.02,100.0,,20-Sep-2026
SIMPLEXINF,SIMPLEXINF.NS,Simplex Infrastructures Limited,EQ,251.4,252.4,-0.39619651347068147,211797,541.89,32.3,09-MAR-2004,20-Sep-2026
SIMPLXREA,SIMPLXREA.NS,Simplex Realty Limited,EQ,124.2,126.25,-1.6237623762376214,5,0.01,100.0,17-AUG-2026,20-Sep-2026
SINCLAIR,SINCLAIR.NS,Sinclairs Hotels Limited,EQ,81.93,77.56,5.634347601856633,60387,48.94,56.37,10-APR-2024,20-Sep-2026
SINDHUTRAD,SINDHUTRAD.NS,Sindhu Trade Links Limited,EQ,24.72,23.27,6.231198968629133,5339301,1280.48,37.67,20-JUN-2023,20-Sep-2026
SINGERIND,SINGERIND.NS,Singer India Limited,EQ,76.28,76.86,-0.7546187874056703,58206,44.3,74.32,19-MAR-2026,20-Sep-2026
SINTERCOM,SINTERCOM.NS,Sintercom India Limited,EQ,77.1,76.03,1.4073392082072775,403,0.31,83.37,07-OCT-2020,20-Sep-2026
SIRCA,SIRCA.NS,Sirca Paints India Limited,EQ,406.25,406.55,-0.07379166154224852,247257,1007.03,56.03,22-JUL-2019,20-Sep-2026
SIS,SIS.NS,SIS LIMITED,EQ,428.25,419.8,2.0128632682229606,164393,703.96,68.83,10-AUG-2017,20-Sep-2026
SITINET,SITINET.NS,Siti Networks Limited,BZ,0.28,0.27,3.703703703703707,223470,0.62,0.0,10-JAN-2007,20-Sep-2026
SIYSIL,SIYSIL.NS,Siyaram Silk Mills Limited,EQ,527.4,514.45,2.5172514335698186,52367,274.02,56.47,29-JAN-2007,20-Sep-2026
SJLOGISTIC,SJLOGISTIC.NS,SJLOGISTIC,SM,314.0,311.0,0.964630225080386,20500,64.69,86.59,,20-Sep-2026
SJS,SJS.NS,S.J.S. Enterprises Limited,EQ,2422.8,2266.0,6.919682259488093,992502,23955.57,61.05,15-NOV-2021,20-Sep-2026
SJVN,SJVN.NS,SJVN Limited,EQ,63.95,64.75,-1.2355212355212313,4062726,2606.56,68.48,20-MAY-2010,20-Sep-2026
SKFINDIA,SKFINDIA.NS,SKF India Limited,EQ,1552.6,1541.0,0.7527579493835113,324766,5094.89,38.11,27-JAN-1999,20-Sep-2026
SKFINDUS,SKFINDUS.NS,SKF India (Industrial) Limited,EQ,2984.2,2940.3,1.4930449273883493,1293995,38704.6,62.7,05-DEC-2025,20-Sep-2026
SKIPPER,SKIPPER.NS,Skipper Limited,EQ,566.2,532.55,6.318655525302806,1433300,8012.07,37.29,27-MAY-2015,20-Sep-2026
SKMEGGPROD,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,EQ,229.75,231.9,-0.9271237602414858,106551,246.03,56.1,14-MAR-1997,20-Sep-2026
SKP,SKP.NS,SKP,SM,160.95,157.6,2.125634517766494,2500,3.98,40.0,,20-Sep-2026
SKYGOLD,SKYGOLD.NS,SKY GOLD AND DIAMONDS LIMITED,EQ,783.7,793.3,-1.2101348796167792,566838,4484.21,51.82,06-JAN-2023,20-Sep-2026
SKYTECH,SKYTECH.NS,SKYTECH,SM,25.2,24.0,4.9999999999999964,440000,105.51,93.45,,20-Sep-2026
SKYWAYS,SKYWAYS.NS,Skyways Air Services Limited,EQ,124.43,117.98,5.467028309883033,92941309,120263.64,5.5,01-SEP-2026,20-Sep-2026
SLONE,SLONE.NS,SLONE,ST,169.65,173.0,-1.9364161849710948,4400,7.38,90.91,,20-Sep-2026
SMALL250,SMALL250.NS,SMALL250,EQ,18.38,18.1,1.5469613259668373,280548,51.36,60.83,,20-Sep-2026
SMALLADD,SMALLADD.NS,SMALLADD,EQ,18.32,18.11,1.1595803423522963,36311,6.66,70.53,,20-Sep-2026
SMALLCAP,SMALLCAP.NS,SMALLCAP,EQ,49.09,48.18,1.8887505188875129,1265660,618.93,64.08,,20-Sep-2026
