SYMBOL,TICKER,NAME_OF_COMPANY,SERIES,CLOSE_PRICE,PREV_CLOSE,CHANGE_PCT,TTL_TRD_QNTY,TURNOVER_LACS,DELIV_PER,DATE_OF_LISTING,SESSION_DATE
BCPL,BCPL.NS,BCPL Railway Infrastructure Limited,EQ,66.92,67.63,-1.0498299571196124,10426,6.94,81.66,27-MAR-2026,20-Sep-2026
BDL,BDL.NS,Bharat Dynamics Limited,EQ,1196.6,1151.9,3.8805451862140647,741593,8686.69,35.48,23-MAR-2018,20-Sep-2026
BEACON,BEACON.NS,BEACON,SM,81.0,78.0,3.8461538461538463,4000,3.15,100.0,,20-Sep-2026
BEARDSELL,BEARDSELL.NS,Beardsell Limited,EQ,23.87,24.23,-1.4857614527445293,11453,2.77,88.47,13-JAN-2015,20-Sep-2026
BECTORFOOD,BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,EQ,221.55,220.81,0.33512974955844804,1369086,3019.04,42.07,24-DEC-2020,20-Sep-2026
BEDMUTHA,BEDMUTHA.NS,Bedmutha Industries Limited,EQ,104.74,104.98,-0.22861497428082406,2278,2.4,90.74,14-OCT-2010,20-Sep-2026
BEEKAY,BEEKAY.NS,Beekay Steel Industries Limited,EQ,430.05,426.55,0.8205368655491737,1478,6.34,90.8,20-APR-2026,20-Sep-2026
BEL,BEL.NS,Bharat Electronics Limited,EQ,393.3,395.45,-0.5436844101656284,11862641,47077.23,57.0,19-JUL-2000,20-Sep-2026
BELLACASA,BELLACASA.NS,Bella Casa Fashion & Retail Limited,EQ,262.53,255.25,2.8521057786483732,9510,24.55,42.09,18-JUL-2025,20-Sep-2026
BELRISE,BELRISE.NS,Belrise Industries Limited,EQ,240.18,229.37,4.712909273226665,10829670,25810.27,60.26,28-MAY-2025,20-Sep-2026
BEML,BEML.NS,BEML Limited,EQ,2135.0,2013.3,6.044802066259377,1380251,28948.57,25.26,05-NOV-2003,20-Sep-2026
BENARAS,BENARAS.NS,Benares Hotels Limited,EQ,10588.0,10800.0,-1.9629629629629628,37,3.95,89.19,17-AUG-2026,20-Sep-2026
BENGALASM,BENGALASM.NS,Bengal & Assam Company Limited,EQ,6199.5,6212.5,-0.20925553319919515,151,9.38,41.72,20-APR-2026,20-Sep-2026
BEPL,BEPL.NS,Bhansali Engineering Polymers Limited,EQ,128.95,127.47,1.1610575037263589,834218,1072.51,47.03,21-MAR-2005,20-Sep-2026
BERGEPAINT,BERGEPAINT.NS,Berger Paints (I) Limited,EQ,458.65,448.6,2.2403031654034673,1220340,5574.35,65.82,24-NOV-1999,20-Sep-2026
BESTAGRO,BESTAGRO.NS,Best Agrolife Limited,EQ,18.51,18.42,0.4885993485342011,285469,52.93,60.36,10-APR-2024,20-Sep-2026
BETA,BETA.NS,Beta Drugs Limited,EQ,2055.2,2095.0,-1.899761336515522,14462,301.47,55.49,24-NOV-2025,20-Sep-2026
BEWLTD,BEWLTD.NS,BEWLTD,SM,49.15,48.6,1.131687242798348,56000,27.81,95.54,,20-Sep-2026
BFINVEST,BFINVEST.NS,BF Investment Limited,EQ,445.25,438.95,1.4352431939856503,25663,114.25,31.94,14-JAN-2011,20-Sep-2026
BFSI,BFSI.NS,BFSI,EQ,26.58,26.38,0.7581501137225144,75368,19.99,55.99,,20-Sep-2026
BFUTILITIE,BFUTILITIE.NS,BF Utilities Limited,EQ,542.0,521.05,4.020727377411006,206053,1125.1,23.45,03-MAY-2007,20-Sep-2026
BGRENERGY,BGRENERGY.NS,BGR Energy Systems Limited,BE,255.62,243.45,4.998973095091401,60331,153.62,0.0,03-JAN-2008,20-Sep-2026
BHADORA,BHADORA.NS,BHADORA,ST,122.9,117.7,4.418011894647411,19200,23.15,100.0,,20-Sep-2026
BHAGCHEM,BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,EQ,246.85,247.95,-0.44363783020770087,146748,365.33,84.87,18-OCT-2021,20-Sep-2026
BHAGERIA,BHAGERIA.NS,Bhageria Industries Limited,BE,334.75,318.85,4.986670848361291,62603,209.28,0.0,02-MAR-2016,20-Sep-2026
BHAGYANGR,BHAGYANGR.NS,Bhagyanagar India Limited,EQ,446.7,446.5,0.04479283314669398,329482,1493.29,54.67,17-MAY-2017,20-Sep-2026
BHANDARI,BHANDARI.NS,Bhandari Hosiery Exports Limited,EQ,2.99,2.98,0.33557046979866545,92258,2.75,90.88,30-JAN-2017,20-Sep-2026
BHARATCOAL,BHARATCOAL.NS,Bharat Coking Coal Limited,EQ,32.69,32.14,1.7112632233976264,3195446,1037.49,50.12,19-JAN-2026,20-Sep-2026
BHARATFORG,BHARATFORG.NS,Bharat Forge Limited,EQ,1962.1,1918.7,2.261948194089741,1602315,31682.74,42.19,04-APR-2003,20-Sep-2026
BHARATGEAR,BHARATGEAR.NS,Bharat Gears Limited,BE,100.51,101.3,-0.779861796643625,6382,6.43,0.0,03-APR-1996,20-Sep-2026
BHARATRAS,BHARATRAS.NS,Bharat Rasayan Limited,EQ,1168.8,1164.0,0.41237113402061465,11371,133.21,49.96,11-OCT-1995,20-Sep-2026
BHARATSE,BHARATSE.NS,Bharat Seats Limited,EQ,214.02,209.22,2.2942357327215426,96601,206.03,42.93,24-MAR-2025,20-Sep-2026
BHARATWIRE,BHARATWIRE.NS,Bharat Wire Ropes Limited,EQ,173.05,171.69,0.7921253421865069,72882,125.39,47.94,01-APR-2016,20-Sep-2026
BHARTIARTL,BHARTIARTL.NS,Bharti Airtel Limited,EQ,1893.3,1836.0,3.1209150326797364,14189780,265930.41,87.97,15-FEB-2002,20-Sep-2026
BHARTIHEXA,BHARTIHEXA.NS,Bharti Hexacom Limited,EQ,1540.1,1481.1,3.9835257578826546,307475,4686.05,67.7,12-APR-2024,20-Sep-2026
BHEL,BHEL.NS,Bharat Heavy Electricals Limited,EQ,439.9,429.2,2.4930102516309387,7669374,33295.24,50.41,11-NOV-2003,20-Sep-2026
BI,BI.NS,Bilcare Limited,BE,107.62,102.5,4.995121951219517,75195,80.83,0.0,20-APR-2026,20-Sep-2026
BIGBLOC,BIGBLOC.NS,Bigbloc Construction Limited,EQ,40.4,39.45,2.4081115335868075,25873,10.4,73.41,02-SEP-2016,20-Sep-2026
BIKAJI,BIKAJI.NS,Bikaji Foods International Limited,EQ,580.25,552.65,4.994119243644264,153843,884.38,46.87,16-NOV-2022,20-Sep-2026
BIKEWO,BIKEWO.NS,BIKEWO,ST,116.0,112.2,3.3868092691622076,86000,98.66,88.37,,20-Sep-2026
BIL,BIL.NS,Bhartiya International Limited,EQ,1040.85,1023.45,1.700131906785858,9486,99.5,52.98,12-APR-2000,20-Sep-2026
BILVYAPAR,BILVYAPAR.NS,BIL VYAPAR LIMITED,BE,4.29,4.15,3.3734939759036062,14009,0.6,0.0,27-SEP-2006,20-Sep-2026
BIMETAL,BIMETAL.NS,Bimetal Bearings Limited,EQ,640.2,641.3,-0.17152658662091208,332,2.14,56.63,20-APR-2026,20-Sep-2026
BIOCON,BIOCON.NS,Biocon Limited,EQ,385.0,380.0,1.3157894736842104,7901211,30385.98,80.06,07-APR-2004,20-Sep-2026
BIOFILCHEM,BIOFILCHEM.NS,Biofil Chemicals & Pharmaceuticals Limited,EQ,32.83,32.86,-0.09129640900791582,16681,5.47,56.23,12-JUN-1996,20-Sep-2026
BIOPOL,BIOPOL.NS,BIOPOL,SM,45.75,46.9,-2.4520255863539413,10800,4.96,100.0,,20-Sep-2026
BIRLACABLE,BIRLACABLE.NS,Birla Cable Limited,EQ,409.5,401.65,1.954437943483138,573898,2345.22,46.21,06-DEC-1995,20-Sep-2026
BIRLACORPN,BIRLACORPN.NS,Birla Corporation Limited,EQ,823.6,811.15,1.5348579177710713,124135,1018.45,40.05,12-APR-1995,20-Sep-2026
BIRLAMONEY,BIRLAMONEY.NS,Aditya Birla Money Limited,EQ,120.49,120.63,-0.11605736549780367,18286,22.0,56.82,07-FEB-2008,20-Sep-2026
BIRLANU,BIRLANU.NS,BirlaNu Limited,EQ,1380.1,1381.1,-0.07240605314604301,5947,81.93,60.13,26-APR-1995,20-Sep-2026
BIRLAPREC,BIRLAPREC.NS,Birla Precision Technologies Limited,BE,57.08,58.6,-2.5938566552901077,71985,41.29,0.0,20-APR-2026,20-Sep-2026
BLACKBUCK,BLACKBUCK.NS,BLACKBUCK LIMITED,EQ,632.4,611.5,3.417825020441533,1667349,10553.56,46.67,22-NOV-2024,20-Sep-2026
BLACKROSE,BLACKROSE.NS,Black Rose Inds. Limited,BE,106.41,103.21,3.1004747601976583,14457,15.05,0.0,20-APR-2026,20-Sep-2026
BLAL,BLAL.NS,BEML Land Assets Limited,EQ,162.99,162.37,0.3818439366878146,20633,33.48,73.69,19-APR-2023,20-Sep-2026
BLBLIMITED,BLBLIMITED.NS,BLB Limited,EQ,16.0,15.99,0.0625390869293295,122807,19.67,64.58,31-MAY-2000,20-Sep-2026
BLEL,BLEL.NS,Behari Lal Engineering Limited,EQ,440.4,436.1,0.9860123824810718,370777,1624.36,44.64,19-AUG-2026,20-Sep-2026
BLIL,BLIL.NS,Balmer Lawrie Investments Limited,EQ,67.1,67.62,-0.7690032534753182,110370,74.47,79.89,20-APR-2026,20-Sep-2026
BLISSGVS,BLISSGVS.NS,Bliss GVS Pharma Limited,BE,681.85,690.65,-1.2741620212842908,168694,1159.59,0.0,26-JUL-2010,20-Sep-2026
BLKASHYAP,BLKASHYAP.NS,B. L. Kashyap and Sons Limited,EQ,52.74,52.87,-0.24588613580479565,424616,225.44,47.26,17-MAR-2006,20-Sep-2026
BLS,BLS.NS,BLS International Services Limited,EQ,226.5,227.74,-0.5444805479933297,748096,1702.74,61.63,14-JUN-2016,20-Sep-2026
BLSE,BLSE.NS,BLS E-Services Limited,EQ,316.5,314.5,0.6359300476947536,224022,710.37,62.13,06-FEB-2024,20-Sep-2026
BLUECLOUDS,BLUECLOUDS.NS,Blue Cloud Softech Solutions Limited,EQ,19.34,19.57,-1.1752682677567727,493433,95.7,56.5,17-AUG-2026,20-Sep-2026
BLUECOAST,BLUECOAST.NS,Blue Coast Hotels Limited,EQ,20.99,21.68,-3.1826568265682718,963,0.21,84.42,16-FEB-2000,20-Sep-2026
BLUEDART,BLUEDART.NS,Blue Dart Express Limited,EQ,4821.0,4811.3,0.20160871282189466,10165,489.58,53.03,12-DEC-2002,20-Sep-2026
BLUEJET,BLUEJET.NS,Blue Jet Healthcare Limited,EQ,575.25,568.2,1.2407602956705304,207881,1190.49,56.57,01-NOV-2023,20-Sep-2026
BLUEPEBBLE,BLUEPEBBLE.NS,BLUEPEBBLE,ST,80.0,78.9,1.3941698352344667,400,0.32,100.0,,20-Sep-2026
BLUESTARCO,BLUESTARCO.NS,Blue Star Limited,EQ,1531.8,1553.0,-1.3650998068255018,798646,12420.78,57.94,15-JUN-2000,20-Sep-2026
BLUESTONE,BLUESTONE.NS,BlueStone Jewellery and Lifestyle Limited,EQ,827.5,831.2,-0.445139557266608,1018859,8557.23,24.39,19-AUG-2025,20-Sep-2026
BLUEWATER,BLUEWATER.NS,BLUEWATER,ST,475.0,464.25,2.3155627355950457,6000,28.65,100.0,,20-Sep-2026
BLUSPRING,BLUSPRING.NS,Bluspring Enterprises Limited,EQ,123.34,123.72,-0.3071451665050076,141114,174.44,55.26,11-JUN-2025,20-Sep-2026
BMETRICS,BMETRICS.NS,BMETRICS,SM,34.0,32.85,3.500761035007606,1600,0.53,50.0,,20-Sep-2026
BMLL,BMLL.NS,BMLL,SM,157.0,152.05,3.255508056560334,20000,31.26,100.0,,20-Sep-2026
BMWVENTLTD,BMWVENTLTD.NS,BMW Ventures Limited,EQ,51.9,50.22,3.3452807646356026,185490,95.93,55.6,01-OCT-2025,20-Sep-2026
BNAGROCHEM,BNAGROCHEM.NS,BN Agrochem Limited,EQ,207.0,207.86,-0.4137400173193561,944,1.94,89.09,20-APR-2026,20-Sep-2026
BNALTD,BNALTD.NS,B & A Limited,BE,365.0,370.0,-1.3513513513513513,1,0.0,0.0,20-APR-2026,20-Sep-2026
BNKETFAXIS,BNKETFAXIS.NS,BNKETFAXIS,EQ,581.87,580.22,0.28437489228223384,772,4.48,31.74,,20-Sep-2026
BODALCHEM,BODALCHEM.NS,Bodal Chemicals Limited,EQ,191.23,182.13,4.99643112062812,1686113,3198.1,45.93,22-AUG-2011,20-Sep-2026
BOHRAIND,BOHRAIND.NS,Bohra Industries Limited,EQ,12.71,13.34,-4.722638680659663,36792,4.69,66.74,27-OCT-2022,20-Sep-2026
BOMDYEING,BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited,EQ,111.3,107.55,3.486750348675035,1069497,1185.05,30.14,26-APR-1995,20-Sep-2026
BONLON,BONLON.NS,Bonlon Industries Limited,EQ,39.13,37.07,5.557054221742655,2577,1.01,76.99,20-FEB-2026,20-Sep-2026
BORANA,BORANA.NS,Borana Weaves Limited,EQ,297.1,299.5,-0.8013355592654348,25153,75.2,64.62,27-MAY-2025,20-Sep-2026
BOROLTD,BOROLTD.NS,Borosil Limited,EQ,259.21,253.4,2.2928176795580004,133921,344.25,56.96,22-JUL-2020,20-Sep-2026
BORORENEW,BORORENEW.NS,BOROSIL RENEWABLES LIMITED,EQ,459.5,449.35,2.258818293090014,460974,2095.76,47.0,25-MAY-2018,20-Sep-2026
BOROSCI,BOROSCI.NS,Borosil Scientific Limited,EQ,119.56,118.29,1.0736325978527315,21927,26.1,62.25,07-JUN-2024,20-Sep-2026
BOSCH-HCIL,BOSCH-HCIL.NS,BOSCH HOME COMFORT INDIA LIMITED,EQ,1694.0,1668.3,1.5404903194869055,36229,613.48,55.32,03-JAN-2000,20-Sep-2026
BOSCHLTD,BOSCHLTD.NS,Bosch Limited,EQ,47000.0,47735.0,-1.5397507070283858,27389,13088.19,52.15,12-MAY-2003,20-Sep-2026
BPCL,BPCL.NS,Bharat Petroleum Corporation Limited,EQ,314.0,307.0,2.2801302931596092,9439555,29485.03,74.4,13-SEP-1995,20-Sep-2026
BPL,BPL.NS,BPL Limited,EQ,45.79,45.85,-0.13086150490731138,13947,6.39,63.38,14-JUN-1995,20-Sep-2026
BPLPHARMA,BPLPHARMA.NS,Bharat Parenterals Limited,EQ,1509.7,1534.0,-1.5840938722294626,843,12.93,66.67,17-AUG-2026,20-Sep-2026
BRACEPORT,BRACEPORT.NS,BRACEPORT,SM,52.0,52.0,0.0,3200,1.74,100.0,,20-Sep-2026
BRAHMINFRA,BRAHMINFRA.NS,Brahmaputra Infrastructure Limited,EQ,162.36,159.63,1.7102048487126593,20632,33.29,93.25,17-AUG-2026,20-Sep-2026
BRANDMAN,BRANDMAN.NS,BRANDMAN,SM,162.2,164.0,-1.097560975609763,2400,3.95,66.67,,20-Sep-2026
BRIGADE,BRIGADE.NS,Brigade Enterprises Limited,EQ,621.7,620.9,0.12884522467387152,666470,4154.47,62.17,31-DEC-2007,20-Sep-2026
BRIGHOTEL,BRIGHOTEL.NS,Brigade Hotel Ventures Limited,EQ,56.23,56.52,-0.5130927105449509,35906,20.21,64.12,31-JUL-2025,20-Sep-2026
BRIGHTBR,BRIGHTBR.NS,Bright Brothers Limited,EQ,248.45,245.0,1.4081632653061178,836,2.06,90.43,17-AUG-2026,20-Sep-2026
BRITANNIA,BRITANNIA.NS,Britannia Industries Limited,EQ,4998.0,4982.0,0.3211561621838619,346885,17370.48,75.08,05-NOV-1998,20-Sep-2026
BRNL,BRNL.NS,Bharat Road Network Limited,EQ,16.25,16.41,-0.9750152346130417,29263,4.78,53.84,18-SEP-2017,20-Sep-2026
BROOKS,BROOKS.NS,Brooks Laboratories Limited,EQ,61.53,61.23,0.48995590396864985,38012,23.52,71.95,05-SEP-2011,20-Sep-2026
BSE,BSE.NS,BSE Limited,EQ,3266.4,3259.0,0.22706351641608136,2075360,67634.24,43.44,03-FEB-2017,20-Sep-2026
BSE500IETF,BSE500IETF.NS,BSE500IETF,EQ,38.76,38.45,0.806241872561756,58159,22.46,65.58,,20-Sep-2026
BSHSL,BSHSL.NS,Bombay Super Hybrid Seeds Limited,EQ,87.87,88.25,-0.4305949008498532,3480,3.07,57.99,28-OCT-2020,20-Sep-2026
BSL,BSL.NS,BSL Limited,EQ,118.26,117.32,0.8012274122059426,3489,4.13,74.69,27-JUL-1995,20-Sep-2026
BSLGOLDETF,BSLGOLDETF.NS,BSLGOLDETF,EQ,134.53,132.57,1.47846420758845,327089,439.77,65.78,,20-Sep-2026
BSLNIFTY,BSLNIFTY.NS,BSLNIFTY,EQ,27.46,27.38,0.2921840759678665,690033,189.47,73.58,,20-Sep-2026
BSLSENETFG,BSLSENETFG.NS,BSLSENETFG,EQ,75.15,75.21,-0.07977662544872766,4943,3.71,69.03,,20-Sep-2026
BSOFT,BSOFT.NS,BIRLASOFT LIMITED,EQ,280.4,283.8,-1.1980267794221402,1305483,3658.64,49.53,24-NOV-1999,20-Sep-2026
BTML,BTML.NS,Bodhi Tree Multimedia Limited,EQ,7.25,7.25,0.0,704020,52.0,81.91,15-FEB-2023,20-Sep-2026
BTTL,BTTL.NS,Bhilwara Technical Textiles Limited,BE,39.64,41.15,-3.6695018226002385,2293,0.92,0.0,20-APR-2026,20-Sep-2026
BUILDPRO,BUILDPRO.NS,Shankara Buildpro Limited,EQ,1253.8,1244.9,0.7149168607920204,123781,1521.4,66.91,09-JAN-2026,20-Sep-2026
BULKCORP,BULKCORP.NS,BULKCORP,ST,81.7,86.0,-4.9999999999999964,7200,5.89,100.0,,20-Sep-2026
BURNPUR,BURNPUR.NS,Burnpur Cement Limited,BE,17.85,17.5,2.000000000000008,120881,21.66,0.0,03-JAN-2008,20-Sep-2026
BUTTERFLY,BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,EQ,585.8,578.85,1.20065647404335,26618,153.41,55.8,28-APR-2014,20-Sep-2026
BVCL,BVCL.NS,Barak Valley Cements Limited,EQ,40.76,40.89,-0.3179261433113293,7122,2.9,69.22,23-NOV-2007,20-Sep-2026
BYKE,BYKE.NS,The Byke Hospitality Ltd,BE,30.25,29.99,0.8669556518839666,11206,3.37,0.0,15-APR-2015,20-Sep-2026
C2C,C2C.NS,C2C,SM,204.2,210.65,-3.0619511037265688,85500,175.58,68.25,,20-Sep-2026
CALSOFT,CALSOFT.NS,California Software Company Limited,BE,39.19,37.69,3.979835500132661,171438,66.34,0.0,28-JUN-2000,20-Sep-2026
CAMLINFINE,CAMLINFINE.NS,Camlin Fine Sciences Limited,EQ,97.28,99.63,-2.3587272909766077,1375944,1348.42,59.21,20-JAN-2015,20-Sep-2026
CAMPUS,CAMPUS.NS,Campus Activewear Limited,EQ,212.12,211.98,0.06604396641193262,306540,650.16,60.2,09-MAY-2022,20-Sep-2026
CAMS,CAMS.NS,Computer Age Management Services Limited,EQ,708.05,714.95,-0.9651024547171257,1128255,8068.57,52.86,07-MAY-2021,20-Sep-2026
CANARYS,CANARYS.NS,CANARYS,SM,24.9,23.75,4.8421052631578885,288000,72.76,50.0,,20-Sep-2026
CANBK,CANBK.NS,Canara Bank,EQ,123.78,123.9,-0.09685230024213441,11489793,14182.63,59.97,23-DEC-2002,20-Sep-2026
CANFINHOME,CANFINHOME.NS,Can Fin Homes Limited,EQ,778.5,774.4,0.5294421487603335,539763,4197.5,54.87,10-MAY-1995,20-Sep-2026
CANHLIFE,CANHLIFE.NS,Canara HSBC Life Insurance Company Limited,EQ,153.59,155.36,-1.1392893923789973,807851,1240.51,59.99,17-OCT-2025,20-Sep-2026
CANTABIL,CANTABIL.NS,Cantabil Retail India Limited,EQ,242.63,243.0,-0.15226337448559857,143791,349.99,48.48,12-OCT-2010,20-Sep-2026
CAPACITE,CAPACITE.NS,Capacit'e Infraprojects Limited,EQ,195.71,192.73,1.5462045348414977,235892,463.58,53.45,25-SEP-2017,20-Sep-2026
CAPILLARY,CAPILLARY.NS,Capillary Technologies India Limited,EQ,484.05,448.95,7.818242565987308,532692,2506.55,36.95,21-NOV-2025,20-Sep-2026
CAPITALSFB,CAPITALSFB.NS,Capital Small Finance Bank Limited,EQ,278.9,279.9,-0.35727045373347627,8706,24.38,68.11,14-FEB-2024,20-Sep-2026
CAPLIPOINT,CAPLIPOINT.NS,Caplin Point Laboratories Limited,EQ,2748.6,2596.6,5.853808826927521,308471,8388.27,25.26,23-JUN-2014,20-Sep-2026
CAPTRUST,CAPTRUST.NS,Capital Trust Limited,BE,19.39,18.48,4.924242424242425,64785,12.53,0.0,16-JAN-2017,20-Sep-2026
CARBORUNIV,CARBORUNIV.NS,Carborundum Universal Limited,EQ,1124.4,1083.6,3.7652270210409915,533148,5978.95,49.98,03-APR-1996,20-Sep-2026
CARERATING,CARERATING.NS,CARE Ratings Limited,EQ,1668.6,1643.7,1.5148749771856094,46640,769.6,58.25,26-DEC-2012,20-Sep-2026
CARRARO,CARRARO.NS,Carraro India Limited,EQ,524.65,515.05,1.8638967090573777,169514,892.59,36.48,30-DEC-2024,20-Sep-2026
CARTRADE,CARTRADE.NS,Cartrade Tech Limited,EQ,2988.9,2938.0,1.732471068754258,650048,19776.98,21.93,20-AUG-2021,20-Sep-2026
CARYSIL,CARYSIL.NS,CARYSIL LIMITED,EQ,1131.3,1111.1,1.818018180181806,62416,701.03,50.76,14-JAN-2021,20-Sep-2026
CASHIETF,CASHIETF.NS,CASHIETF,EQ,1080.26,1079.83,0.03982108294824775,122070,1318.69,65.89,,20-Sep-2026
CASTROLIND,CASTROLIND.NS,Castrol India Limited,EQ,197.14,191.72,2.8270394325057313,9615337,18798.46,57.55,14-MAR-2014,20-Sep-2026
CCAVENUE,CCAVENUE.NS,AvenuesAI Limited,EQ,16.08,16.32,-1.4705882352941297,15304318,2486.38,32.45,04-APR-2016,20-Sep-2026
CCCL,CCCL.NS,Consolidated Construction Consortium Limited,EQ,13.76,13.69,0.5113221329437567,57075,7.88,75.94,15-OCT-2007,20-Sep-2026
CCHHL,CCHHL.NS,Country Club Hospitality & Holidays Limited,EQ,13.01,12.86,1.166407465007779,25484,3.29,77.22,03-FEB-2015,20-Sep-2026
CCL,CCL.NS,CCL Products (India) Limited,EQ,1065.6,1062.3,0.31064670996893107,92827,991.08,64.74,07-JUN-2004,20-Sep-2026
CDSL,CDSL.NS,Central Depository Services (India) Limited,EQ,1390.0,1349.4,3.00874462724173,1694146,23327.79,41.15,30-JUN-2017,20-Sep-2026
CEATLTD,CEATLTD.NS,CEAT Limited,EQ,3468.9,3431.1,1.101687505464725,113245,3947.33,43.96,01-FEB-2008,20-Sep-2026
CEDAAR,CEDAAR.NS,CEDAAR,ST,11.1,10.9,1.8348623853210944,20000,2.2,90.0,,20-Sep-2026
CEIGALL,CEIGALL.NS,Ceigall India Limited,EQ,373.75,390.0,-4.166666666666666,307512,1167.2,52.86,08-AUG-2024,20-Sep-2026
CEINSYS,CEINSYS.NS,Ceinsys Tech Limited,EQ,675.35,684.3,-1.30790588922986,73862,509.82,43.9,19-FEB-2026,20-Sep-2026
CELEBRITY,CELEBRITY.NS,Celebrity Fashions Limited,EQ,6.83,6.79,0.5891016200294555,7755,0.52,93.72,12-JAN-2006,20-Sep-2026
CELLECOR,CELLECOR.NS,CELLECOR,SM,30.0,30.65,-2.1207177814029317,207000,62.07,85.51,,20-Sep-2026
CELLO,CELLO.NS,Cello World Limited,EQ,322.45,327.6,-1.5720390720390824,240397,778.34,62.89,06-NOV-2023,20-Sep-2026
CELLPOINT,CELLPOINT.NS,CELLPOINT,SM,14.65,14.45,1.3840830449827064,20400,2.94,88.24,,20-Sep-2026
CEMNTGROWW,CEMNTGROWW.NS,CEMNTGROWW,EQ,14.22,13.99,1.6440314510364578,45103,6.4,49.93,,20-Sep-2026
CEMPRO,CEMPRO.NS,Cemindia Projects Limited,EQ,1263.5,1255.1,0.66926938092583,233345,2963.66,61.33,10-FEB-1999,20-Sep-2026
CENTENKA,CENTENKA.NS,Century Enka Limited,EQ,561.45,564.4,-0.5226789510984996,33970,190.65,59.7,10-MAY-1995,20-Sep-2026
CENTEXT,CENTEXT.NS,Century Extrusions Limited,EQ,19.16,19.05,0.5774278215223067,123725,23.77,74.0,20-JUL-2004,20-Sep-2026
CENTRALBK,CENTRALBK.NS,Central Bank of India,EQ,31.73,30.4,4.375000000000006,56472458,17821.34,56.51,21-AUG-2007,20-Sep-2026
CENTRUM,CENTRUM.NS,Centrum Capital Limited,EQ,21.94,22.25,-1.3932584269662864,41442,9.19,47.09,04-APR-2018,20-Sep-2026
CENTUM,CENTUM.NS,Centum Electronics Limited,EQ,4333.3,4343.4,-0.23253672238337375,41693,1826.94,42.76,05-OCT-2007,20-Sep-2026
CENTURYPLY,CENTURYPLY.NS,Century Plyboards (India) Limited,EQ,722.65,718.95,0.5146394046873819,83789,607.64,52.1,23-MAR-2006,20-Sep-2026
CERA,CERA.NS,Cera Sanitaryware Limited,EQ,5645.0,5592.0,0.9477825464949928,14398,814.98,49.35,02-NOV-2007,20-Sep-2026
CESC,CESC.NS,CESC Limited,EQ,141.53,141.56,-0.021192427239333945,3878798,5480.78,70.37,08-FEB-1995,20-Sep-2026
CEWATER,CEWATER.NS,Concord Enviro Systems Limited,EQ,279.25,256.5,8.869395711500974,750844,2083.93,24.89,27-DEC-2024,20-Sep-2026
CFEL,CFEL.NS,Confidence Futuristic Energetech Limited,BE,46.95,46.22,1.5794028559065427,32553,14.75,0.0,17-AUG-2026,20-Sep-2026
CGCL,CGCL.NS,Capri Global Capital Limited,EQ,270.65,262.35,3.163712597674844,6367147,17186.25,44.42,29-OCT-2010,20-Sep-2026
CGPOWER,CGPOWER.NS,CG Power and Industrial Solutions Limited,EQ,892.0,880.0,1.3636363636363635,3114673,28082.28,48.82,01-MAR-1995,20-Sep-2026
CGRAPHICS,CGRAPHICS.NS,CGRAPHICS,SM,135.4,137.65,-1.634580457682528,24800,33.53,83.87,,20-Sep-2026
CGVAK,CGVAK.NS,CG Vak Software & Exports Limited,EQ,149.8,146.5,2.252559726962465,2553,3.77,66.9,17-AUG-2026,20-Sep-2026
CHALET,CHALET.NS,Chalet Hotels Limited,EQ,865.65,842.3,2.772171435355577,566679,4891.65,65.48,07-FEB-2019,20-Sep-2026
CHAMBLFERT,CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Limited,EQ,414.9,413.9,0.24160425223483933,470769,1950.4,57.95,14-JUN-1995,20-Sep-2026
CHAMUNDA,CHAMUNDA.NS,CHAMUNDA,SM,44.0,43.0,2.3255813953488373,3000,1.32,100.0,,20-Sep-2026
CHANDAN,CHANDAN.NS,CHANDAN,SM,202.45,197.85,2.3249936820823827,32800,65.62,73.17,,20-Sep-2026
CHAVDA,CHAVDA.NS,CHAVDA,SM,120.0,120.5,-0.4149377593360996,7000,8.44,71.43,,20-Sep-2026
CHEMBOND,CHEMBOND.NS,Chembond Material Technologies Limited,EQ,192.77,196.18,-1.738199612600671,12271,23.53,50.43,20-NOV-2019,20-Sep-2026
CHEMBONDCH,CHEMBONDCH.NS,Chembond Chemicals Limited,BE,272.55,274.0,-0.5291970802919667,8833,23.72,0.0,23-JUL-2025,20-Sep-2026
CHEMCON,CHEMCON.NS,Chemcon Speciality Chemicals Limited,BE,216.36,214.77,0.7403268612934782,40049,87.32,0.0,01-OCT-2020,20-Sep-2026
CHEMCRUX,CHEMCRUX.NS,Chemcrux Enterprises Limited,EQ,80.78,82.7,-2.321644498186217,4816,3.87,31.31,17-AUG-2026,20-Sep-2026
CHEMFAB,CHEMFAB.NS,Chemfab Alkalis Limited,EQ,369.4,356.15,3.720342552295382,2010,7.38,59.55,25-APR-2018,20-Sep-2026
CHEMICAL,CHEMICAL.NS,CHEMICAL,EQ,29.43,29.13,1.0298661174047399,279002,81.7,43.94,,20-Sep-2026
